state,updatedon,totaltested,positive
Delhi,18/04/2020,22283,1893
Delhi,19/04/2020,24387,2003
Delhi,20/04/2020,25900,2081
Delhi,21/04/2020,26627,2156
Delhi,22/04/2020,28309,2248
Delhi,23/04/2020,30560,2375
Delhi,24/04/2020,33672,2514
Delhi,25/04/2020,35519,2625
Delhi,26/04/2020,37613,2918
Delhi,27/04/2020,39911,3108
Delhi,28/04/2020,43370,3314
Delhi,29/04/2020,47225,3439
Delhi,01/05/2020,,
Delhi,02/05/2020,58210,4122
Delhi,03/05/2020,60246,4549
Delhi,04/05/2020,64108,4898
Delhi,05/05/2020,67852,5104
Delhi,06/05/2020,71934,5532
Delhi,07/05/2020,77234,5980
Delhi,08/05/2020,81367,6318
Delhi,09/05/2020,84226,6542
Delhi,10/05/2020,93810,6923
Delhi,11/05/2020,97678,7233
Delhi,12/05/2020,106109,7639
Delhi,13/05/2020,113345,7998
Delhi,14/05/2020,119736,8470
Delhi,15/05/2020,125189,8895
Delhi,16/05/2020,130845,9333
Delhi,17/05/2020,135791,9755
Delhi,18/05/2020,139727,10054
Delhi,19/05/2020,145854,10554
Delhi,20/05/2020,150282,11088
Delhi,21/05/2020,154385,11659
Delhi,22/05/2020,160255,12319
Delhi,23/05/2020,165047,12910
Delhi,24/05/2020,169873,13418
Delhi,25/05/2020,174469,14053
Delhi,26/05/2020,178579,14465
Delhi,27/05/2020,184362,15257
Delhi,28/05/2020,191977,16281
Delhi,29/05/2020,199626,17386
Delhi,30/05/2020,206739,18549
Delhi,31/05/2020,212784,19844
Delhi,01/06/2020,217537,20834
Delhi,02/06/2020,223607,22132
Delhi,03/06/2020,230145,23645
Delhi,04/06/2020,236506,25004
Delhi,05/06/2020,241693,26334
Delhi,06/06/2020,246873,27654
Delhi,07/06/2020,251915,28936
Delhi,08/06/2020,255615,29943
Delhi,09/06/2020,261079,31309
Delhi,10/06/2020,266156,32810
Delhi,11/06/2020,271516,34687
Delhi,12/06/2020,277463,36824
Delhi,13/06/2020,283239,38958
Delhi,14/06/2020,290592,41182
Delhi,15/06/2020,296697,42829
Delhi,16/06/2020,304483,44688
Delhi,17/06/2020,312576,47102
Delhi,18/06/2020,321302,49979
Delhi,19/06/2020,334376,53116
Delhi,20/06/2020,351909,56746
Delhi,21/06/2020,370014,59746
Delhi,22/06/2020,384696,62655
Delhi,23/06/2020,401648,66602
Delhi,24/06/2020,420707,70390
Delhi,25/06/2020,438012,73780
Delhi,26/06/2020,459156,77240
Delhi,27/06/2020,478336,80188
Goa,02/04/2020,220,5
Goa,09/04/2020,344,7
Goa,10/04/2020,354,7
Goa,12/04/2020,406,7
Goa,13/04/2020,440,7
Goa,14/04/2020,479,7
Goa,15/04/2020,556,7
Goa,16/04/2020,611,7
Goa,17/04/2020,673,7
Goa,18/04/2020,758,7
Goa,19/04/2020,826,7
Goa,20/04/2020,901,7
Goa,21/04/2020,1004,7
Goa,22/04/2020,1116,7
Goa,23/04/2020,1206,7
Goa,27/04/2020,1541,7
Goa,28/04/2020,1776,7
Goa,29/04/2020,1871,7
Goa,30/04/2020,2031,7
Goa,01/05/2020,2181,7
Goa,02/05/2020,2372,7
Goa,03/05/2020,2548,7
Goa,04/05/2020,2899,7
Goa,05/05/2020,3096,7
Goa,06/05/2020,3411,7
Goa,08/05/2020,4140,7
Goa,09/05/2020,4524,7
Goa,10/05/2020,4848,7
Goa,11/05/2020,5307,7
Goa,14/05/2020,6736,7
Goa,15/05/2020,7304,7
Goa,16/05/2020,8011,20
Goa,17/05/2020,8785,29
Goa,18/05/2020,8785,29
Goa,19/05/2020,9549,46
Goa,20/05/2020,10136,50
Goa,21/05/2020,10859,52
Goa,22/05/2020,11362,54
Goa,23/05/2020,11945,55
Goa,24/05/2020,12499,66
Goa,25/05/2020,12860,67
Goa,26/05/2020,13303,67
Goa,27/05/2020,13911,68
Goa,28/05/2020,14782,69
Goa,29/05/2020,16141,69
Goa,30/05/2020,17871,70
Goa,31/05/2020,19491,71
Goa,01/06/2020,20780,73
Goa,02/06/2020,22378,79
Goa,03/06/2020,23816,126
Goa,04/06/2020,25300,166
Goa,05/06/2020,26208,196
Goa,06/06/2020,27402,267
Goa,07/06/2020,29739,300
Goa,08/06/2020,31455,330
Goa,09/06/2020,32194,359
Goa,10/06/2020,35332,387
Goa,11/06/2020,37858,417
Goa,12/06/2020,39298,463
Goa,13/06/2020,40723,523
Goa,14/06/2020,41835,564
Goa,15/06/2020,42703,592
Goa,16/06/2020,44378,629
Goa,17/06/2020,45685,656
Goa,18/06/2020,46996,705
Goa,19/06/2020,49718,725
Goa,20/06/2020,51404,754
Goa,21/06/2020,52301,818
Goa,22/06/2020,53050,864
Goa,23/06/2020,54781,909
Goa,24/06/2020,56925,951
Goa,25/06/2020,58584,995
Goa,26/06/2020,60350,1039
Goa,27/06/2020,61687,1128
Gujarat,08/04/2020,4224,186
Gujarat,10/04/2020,7718,378
Gujarat,11/04/2020,9763,468
Gujarat,12/04/2020,11715,516
Gujarat,13/04/2020,14251,572
Gujarat,14/04/2020,14980,617
Gujarat,15/04/2020,19197,766
Gujarat,16/04/2020,20903,929
Gujarat,17/04/2020,23483,1099
Gujarat,18/04/2020,26102,1376
Gujarat,19/04/2020,29104,1743
Gujarat,20/04/2020,33316,1939
Gujarat,21/04/2020,36829,2178
Gujarat,22/04/2020,39421,2407
Gujarat,23/04/2020,42384,2624
Gujarat,24/04/2020,46743,2815
Gujarat,25/04/2020,48315,3061
Gujarat,26/04/2020,51091,3301
Gujarat,27/04/2020,53575,3547
Gujarat,28/04/2020,56101,3774
Gujarat,29/04/2020,59488,4082
Gujarat,30/04/2020,64007,4395
Gujarat,01/05/2020,68774,4721
Gujarat,02/05/2020,74116,5054
Gujarat,03/05/2020,80060,5428
Gujarat,04/05/2020,84648,5804
Gujarat,05/05/2020,89632,6245
Gujarat,06/05/2020,95191,6625
Gujarat,07/05/2020,100553,7013
Gujarat,08/05/2020,105386,7403
Gujarat,09/05/2020,109650,7797
Gujarat,10/05/2020,113493,8195
Gujarat,11/05/2020,116470,8541
Gujarat,12/05/2020,119536,8903
Gujarat,13/05/2020,122297,9268
Gujarat,14/05/2020,124708,9591
Gujarat,15/05/2020,127859,9932
Gujarat,16/05/2020,138407,10989
Gujarat,17/05/2020,143600,11380
Gujarat,18/05/2020,148824,11746
Gujarat,19/05/2020,154674,12141
Gujarat,20/05/2020,160772,12539
Gujarat,21/05/2020,166152,12910
Gujarat,22/05/2020,172562,13273
Gujarat,23/05/2020,178068,13669
Gujarat,24/05/2020,182868,14056
Gujarat,25/05/2020,186361,14468
Gujarat,26/05/2020,189313,14821
Gujarat,27/05/2020,193863,15203
Gujarat,28/05/2020,198048,15572
Gujarat,29/05/2020,201481,15944
Gujarat,30/05/2020,205780,16356
Gujarat,31/05/2020,211930,16794
Gujarat,01/06/2020,216258,17217
Gujarat,02/06/2020,221610,17632
Gujarat,03/06/2020,227898,18117
Gujarat,04/06/2020,233921,18609
Gujarat,05/06/2020,239911,19119
Gujarat,06/06/2020,245606,19617
Gujarat,07/06/2020,251686,20097
Gujarat,08/06/2020,256289,20574
Gujarat,09/06/2020,261587,21044
Gujarat,10/06/2020,266404,21554
Gujarat,11/06/2020,272924,22067
Gujarat,12/06/2020,278137,22562
Gujarat,13/06/2020,283623,23079
Gujarat,14/06/2020,288565,23590
Gujarat,15/06/2020,292909,24104
Gujarat,16/06/2020,296335,24628
Gujarat,17/06/2020,303671,25148
Gujarat,18/06/2020,308744,25658
Gujarat,19/06/2020,314301,26198
Gujarat,20/06/2020,319414,26737
Gujarat,21/06/2020,324874,27317
Gujarat,22/06/2020,329343,27880
Gujarat,23/06/2020,334326,28429
Gujarat,24/06/2020,340080,29001
Gujarat,25/06/2020,345278,29578
Gujarat,26/06/2020,351179,30158
Haryana,03/04/2020,1325,44
Haryana,07/04/2020,2520,141
Haryana,08/04/2020,2650,153
Haryana,09/04/2020,2964,156
Haryana,10/04/2020,3527,162
Haryana,11/04/2020,3663,165
Haryana,12/04/2020,3903,181
Haryana,13/04/2020,4489,182
Haryana,14/04/2020,5210,184
Haryana,15/04/2020,7388,190
Haryana,16/04/2020,8064,214
Haryana,17/04/2020,8884,223
Haryana,18/04/2020,10454,232
Haryana,19/04/2020,12687,250
Haryana,20/04/2020,13894,251
Haryana,21/04/2020,14562,255
Haryana,22/04/2020,15561,264
Haryana,23/04/2020,17582,270
Haryana,24/04/2020,18845,275
Haryana,25/04/2020,20270,287
Haryana,26/04/2020,21467,296
Haryana,27/04/2020,22993,301
Haryana,28/04/2020,24826,308
Haryana,29/04/2020,26148,311
Haryana,30/04/2020,28202,339
Haryana,01/05/2020,30191,357
Haryana,02/05/2020,31200,369
Haryana,03/05/2020,35278,442
Haryana,04/05/2020,38183,517
Haryana,05/05/2020,40982,548
Haryana,06/05/2020,43279,594
Haryana,07/05/2020,46495,625
Haryana,08/05/2020,49746,647
Haryana,09/05/2020,53282,675
Haryana,10/05/2020,56983,703
Haryana,11/05/2020,59735,730
Haryana,12/05/2020,62377,780
Haryana,13/05/2020,65785,793
Haryana,14/05/2020,69191,818
Haryana,15/05/2020,72326,854
Haryana,16/05/2020,75097,887
Haryana,17/05/2020,78029,910
Haryana,18/05/2020,80698,928
Haryana,19/05/2020,82544,964
Haryana,20/05/2020,83944,970
Haryana,21/05/2020,88138,1031
Haryana,22/05/2020,91119,1067
Haryana,23/05/2020,94035,1131
Haryana,24/05/2020,97006,1184
Haryana,25/05/2020,99987,1213
Haryana,26/05/2020,102018,1305
Haryana,27/05/2020,104747,1381
Haryana,28/05/2020,108031,1504
Haryana,29/05/2020,110940,1721
Haryana,30/05/2020,114683,1923
Haryana,31/05/2020,118138,2091
Haryana,01/06/2020,121779,2356
Haryana,02/06/2020,124564,2652
Haryana,03/06/2020,127895,2954
Haryana,04/06/2020,132575,3281
Haryana,05/06/2020,137452,3597
Haryana,06/06/2020,141688,3952
Haryana,07/06/2020,145722,4448
Haryana,08/06/2020,150220,4854
Haryana,09/06/2020,153692,5209
Haryana,10/06/2020,158470,5438
Haryana,11/06/2020,162967,5968
Haryana,12/06/2020,167501,6334
Haryana,13/06/2020,171560,6749
Haryana,14/06/2020,185722,7208
Haryana,15/06/2020,189914,7722
Haryana,16/06/2020,193421,8272
Haryana,17/06/2020,197703,8832
Haryana,18/06/2020,202808,9218
Haryana,19/06/2020,207675,9743
Haryana,20/06/2020,212430,10223
Haryana,21/06/2020,217797,10635
Haryana,22/06/2020,222948,11025
Haryana,23/06/2020,226951,11520
Haryana,24/06/2020,231673,12010
Haryana,25/06/2020,236898,12463
Haryana,26/06/2020,241941,12884
Haryana,27/06/2020,247139,13427
Himachal Pradesh,10/04/2020,900,30
Himachal Pradesh,11/04/2020,900,30
Himachal Pradesh,12/04/2020,1113,32
Himachal Pradesh,13/04/2020,1210,32
Himachal Pradesh,14/04/2020,1311,32
Himachal Pradesh,15/04/2020,1426,35
Himachal Pradesh,16/04/2020,1604,35
Himachal Pradesh,17/04/2020,1992,36
Himachal Pradesh,18/04/2020,2207,39
Himachal Pradesh,19/04/2020,2553,39
Himachal Pradesh,20/04/2020,2892,39
Himachal Pradesh,21/04/2020,3341,39
Himachal Pradesh,22/04/2020,3700,39
Himachal Pradesh,23/04/2020,4020,40
Himachal Pradesh,24/04/2020,4328,40
Himachal Pradesh,25/04/2020,4623,40
Himachal Pradesh,26/04/2020,4901,40
Himachal Pradesh,27/04/2020,5106,40
Himachal Pradesh,28/04/2020,5391,40
Himachal Pradesh,29/04/2020,5772,40
Himachal Pradesh,30/04/2020,6133,40
Himachal Pradesh,01/05/2020,6472,40
Himachal Pradesh,02/05/2020,6836,40
Himachal Pradesh,03/05/2020,7185,40
Himachal Pradesh,04/05/2020,7430,41
Himachal Pradesh,05/05/2020,7893,42
Himachal Pradesh,06/05/2020,8491,43
Himachal Pradesh,07/05/2020,9005,46
Himachal Pradesh,08/05/2020,9522,50
Himachal Pradesh,09/05/2020,10208,52
Himachal Pradesh,10/05/2020,10791,55
Himachal Pradesh,11/05/2020,11267,59
Himachal Pradesh,12/05/2020,12224,66
Himachal Pradesh,13/05/2020,13190,67
Himachal Pradesh,14/05/2020,14256,70
Himachal Pradesh,15/05/2020,15557,76
Himachal Pradesh,16/05/2020,16534,78
Himachal Pradesh,17/05/2020,17417,80
Himachal Pradesh,18/05/2020,18224,90
Himachal Pradesh,19/05/2020,19645,92
Himachal Pradesh,20/05/2020,21147,110
Himachal Pradesh,21/05/2020,22641,152
Himachal Pradesh,22/05/2020,24246,168
Himachal Pradesh,23/05/2020,25905,185
Himachal Pradesh,24/05/2020,27288,203
Himachal Pradesh,25/05/2020,28346,223
Himachal Pradesh,26/05/2020,29379,247
Himachal Pradesh,27/05/2020,30852,273
Himachal Pradesh,28/05/2020,32449,281
Himachal Pradesh,29/05/2020,33979,295
Himachal Pradesh,30/05/2020,35668,313
Himachal Pradesh,31/05/2020,37168,331
Himachal Pradesh,01/06/2020,37897,340
Himachal Pradesh,02/06/2020,39620,345
Himachal Pradesh,03/06/2020,41351,359
Himachal Pradesh,04/06/2020,42703,383
Himachal Pradesh,05/06/2020,43688,393
Himachal Pradesh,06/06/2020,44509,400
Himachal Pradesh,07/06/2020,45888,411
Himachal Pradesh,08/06/2020,46416,421
Himachal Pradesh,09/06/2020,47655,437
Himachal Pradesh,10/06/2020,48922,451
Himachal Pradesh,11/06/2020,50222,470
Himachal Pradesh,12/06/2020,51420,486
Himachal Pradesh,13/06/2020,52737,493
Himachal Pradesh,14/06/2020,53946,518
Himachal Pradesh,15/06/2020,54484,556
Himachal Pradesh,16/06/2020,56106,560
Himachal Pradesh,17/06/2020,57479,585
Himachal Pradesh,18/06/2020,59214,595
Himachal Pradesh,19/06/2020,60814,627
Himachal Pradesh,20/06/2020,62580,656
Himachal Pradesh,21/06/2020,64338,673
Himachal Pradesh,22/06/2020,65189,727
Himachal Pradesh,23/06/2020,67020,775
Himachal Pradesh,24/06/2020,68899,806
Himachal Pradesh,25/06/2020,71078,839
Himachal Pradesh,26/06/2020,72688,864
Himachal Pradesh,27/06/2020,74695,874
Jammu and Kashmir,05/04/2020,1551,106
Jammu and Kashmir,10/04/2020,2961,207
Jammu and Kashmir,11/04/2020,3206,224
Jammu and Kashmir,12/04/2020,3600,245
Jammu and Kashmir,13/04/2020,4065,270
Jammu and Kashmir,14/04/2020,4619,278
Jammu and Kashmir,15/04/2020,5171,300
Jammu and Kashmir,16/04/2020,5680,314
Jammu and Kashmir,17/04/2020,6438,328
Jammu and Kashmir,18/04/2020,6937,341
Jammu and Kashmir,19/04/2020,7895,350
Jammu and Kashmir,20/04/2020,8612,368
Jammu and Kashmir,21/04/2020,9220,380
Jammu and Kashmir,22/04/2020,10039,407
Jammu and Kashmir,23/04/2020,10977,427
Jammu and Kashmir,24/04/2020,11764,454
Jammu and Kashmir,25/04/2020,12835,494
Jammu and Kashmir,26/04/2020,13959,523
Jammu and Kashmir,27/04/2020,14988,546
Jammu and Kashmir,28/04/2020,16619,565
Jammu and Kashmir,29/04/2020,18450,581
Jammu and Kashmir,30/04/2020,19746,614
Jammu and Kashmir,01/05/2020,21695,639
Jammu and Kashmir,02/05/2020,23406,666
Jammu and Kashmir,03/05/2020,26038,701
Jammu and Kashmir,04/05/2020,28199,726
Jammu and Kashmir,05/05/2020,31312,741
Jammu and Kashmir,06/05/2020,34277,775
Jammu and Kashmir,07/05/2020,37706,793
Jammu and Kashmir,08/05/2020,42427,823
Jammu and Kashmir,09/05/2020,44753,836
Jammu and Kashmir,10/05/2020,47080,861
Jammu and Kashmir,11/05/2020,51334,879
Jammu and Kashmir,12/05/2020,53726,934
Jammu and Kashmir,13/05/2020,57111,971
Jammu and Kashmir,14/05/2020,63515,983
Jammu and Kashmir,15/05/2020,70306,1013
Jammu and Kashmir,16/05/2020,76191,1121
Jammu and Kashmir,17/05/2020,80934,1183
Jammu and Kashmir,18/05/2020,88601,1289
Jammu and Kashmir,19/05/2020,96826,1317
Jammu and Kashmir,20/05/2020,101950,1390
Jammu and Kashmir,21/05/2020,107108,1449
Jammu and Kashmir,22/05/2020,114859,1489
Jammu and Kashmir,23/05/2020,124074,1569
Jammu and Kashmir,24/05/2020,130433,1621
Jammu and Kashmir,25/05/2020,134188,1668
Jammu and Kashmir,26/05/2020,140962,1759
Jammu and Kashmir,27/05/2020,145162,1921
Jammu and Kashmir,28/05/2020,153522,2036
Jammu and Kashmir,29/05/2020,158729,2164
Jammu and Kashmir,30/05/2020,164581,2341
Jammu and Kashmir,31/05/2020,171045,2446
Jammu and Kashmir,01/06/2020,176309,2601
Jammu and Kashmir,02/06/2020,183067,2718
Jammu and Kashmir,03/06/2020,189364,2857
Jammu and Kashmir,04/06/2020,195677,3142
Jammu and Kashmir,05/06/2020,202257,3324
Jammu and Kashmir,06/06/2020,211880,3467
Jammu and Kashmir,07/06/2020,218481,4087
Jammu and Kashmir,08/06/2020,227906,4285
Jammu and Kashmir,09/06/2020,235816,4346
Jammu and Kashmir,10/06/2020,241891,4507
Jammu and Kashmir,11/06/2020,247267,4574
Jammu and Kashmir,12/06/2020,254059,4730
Jammu and Kashmir,13/06/2020,260098,4878
Jammu and Kashmir,14/06/2020,266163,5041
Jammu and Kashmir,15/06/2020,271416,5220
Jammu and Kashmir,16/06/2020,276174,5298
Jammu and Kashmir,17/06/2020,282268,5406
Jammu and Kashmir,18/06/2020,289027,5555
Jammu and Kashmir,19/06/2020,295202,5680
Jammu and Kashmir,20/06/2020,301209,5834
Jammu and Kashmir,21/06/2020,307638,5956
Jammu and Kashmir,22/06/2020,313687,6088
Jammu and Kashmir,23/06/2020,319664,6236
Jammu and Kashmir,24/06/2020,326430,6422
Jammu and Kashmir,25/06/2020,332445,6549
Jammu and Kashmir,26/06/2020,338903,6762
Jammu and Kashmir,27/06/2020,345426,6966
Jharkhand,10/04/2020,1340,14
Jharkhand,11/04/2020,1546,17
Jharkhand,12/04/2020,1683,17
Jharkhand,13/04/2020,1982,19
Jharkhand,14/04/2020,2334,27
Jharkhand,17/04/2020,3143,32
Jharkhand,18/04/2020,3431,33
Jharkhand,19/04/2020,3646,38
Jharkhand,20/04/2020,4235,45
Jharkhand,22/04/2020,5176,49
Jharkhand,23/04/2020,5380,53
Jharkhand,24/04/2020,6162,57
Jharkhand,25/04/2020,6970,67
Jharkhand,26/04/2020,7806,82
Jharkhand,27/04/2020,8757,103
Jharkhand,28/04/2020,9408,105
Jharkhand,29/04/2020,10268,107
Jharkhand,30/04/2020,10987,109
Jharkhand,01/05/2020,11771,113
Jharkhand,02/05/2020,12393,115
Jharkhand,03/05/2020,13055,115
Jharkhand,04/05/2020,13832,115
Jharkhand,05/05/2020,15064,125
Jharkhand,06/05/2020,15908,127
Jharkhand,07/05/2020,17101,132
Jharkhand,08/05/2020,17219,132
Jharkhand,09/05/2020,18632,154
Jharkhand,10/05/2020,20832,157
Jharkhand,11/05/2020,21201,160
Jharkhand,12/05/2020,22815,164
Jharkhand,13/05/2020,25769,177
Jharkhand,14/05/2020,27789,197
Jharkhand,15/05/2020,29236,211
Jharkhand,16/05/2020,31025,217
Jharkhand,17/05/2020,33220,223
Jharkhand,18/05/2020,35359,228
Jharkhand,19/05/2020,37589,248
Jharkhand,20/05/2020,39402,281
Jharkhand,21/05/2020,41936,303
Jharkhand,22/05/2020,43988,323
Jharkhand,23/05/2020,45785,350
Jharkhand,24/05/2020,48641,370
Jharkhand,25/05/2020,50709,405
Jharkhand,26/05/2020,53309,426
Jharkhand,27/05/2020,55427,458
Jharkhand,28/05/2020,57250,469
Jharkhand,29/05/2020,59452,521
Jharkhand,30/05/2020,62916,563
Jharkhand,31/05/2020,65886,610
Jharkhand,01/06/2020,69187,661
Jharkhand,02/06/2020,71296,712
Jharkhand,03/06/2020,74499,764
Jharkhand,04/06/2020,77641,827
Jharkhand,05/06/2020,80097,922
Jharkhand,06/06/2020,84444,1028
Jharkhand,07/06/2020,87721,1103
Jharkhand,08/06/2020,92325,1290
Jharkhand,09/06/2020,95099,1416
Jharkhand,10/06/2020,95500,1423
Jharkhand,11/06/2020,99931,1599
Jharkhand,12/06/2020,102092,1656
Jharkhand,13/06/2020,103905,1711
Jharkhand,14/06/2020,106104,1761
Jharkhand,15/06/2020,108576,1793
Jharkhand,16/06/2020,110813,1839
Jharkhand,17/06/2020,113004,1895
Jharkhand,18/06/2020,115186,1919
Jharkhand,19/06/2020,117569,1961
Jharkhand,20/06/2020,120892,2024
Jharkhand,21/06/2020,121770,2089
Jharkhand,22/06/2020,124008,2140
Jharkhand,23/06/2020,126007,2193
Jharkhand,24/06/2020,128214,2219
Jharkhand,25/06/2020,131169,2261
Jharkhand,26/06/2020,133082,2294
Karnataka,03/04/2020,4587,128
Karnataka,07/04/2020,6580,175
Karnataka,08/04/2020,6967,181
Karnataka,09/04/2020,7613,197
Karnataka,10/04/2020,7975,207
Karnataka,11/04/2020,8560,215
Karnataka,12/04/2020,9251,232
Karnataka,13/04/2020,10017,247
Karnataka,14/04/2020,11107,260
Karnataka,15/04/2020,12483,279
Karnataka,16/04/2020,13724,315
Karnataka,17/04/2020,17594,359
Karnataka,18/04/2020,19186,384
Karnataka,19/04/2020,21367,390
Karnataka,20/04/2020,23460,408
Karnataka,21/04/2020,26233,418
Karnataka,22/04/2020,29512,427
Karnataka,23/04/2020,32122,445
Karnataka,24/04/2020,35958,474
Karnataka,25/04/2020,39083,500
Karnataka,26/04/2020,42964,503
Karnataka,27/04/2020,45685,512
Karnataka,28/04/2020,50512,523
Karnataka,29/04/2020,55404,535
Karnataka,30/04/2020,60156,565
Karnataka,01/05/2020,64898,589
Karnataka,02/05/2020,69730,601
Karnataka,03/05/2020,74898,614
Karnataka,04/05/2020,79193,651
Karnataka,05/05/2020,83806,673
Karnataka,06/05/2020,88777,693
Karnataka,07/05/2020,93535,705
Karnataka,08/05/2020,98081,753
Karnataka,09/05/2020,103098,794
Karnataka,10/05/2020,107311,848
Karnataka,11/05/2020,111595,862
Karnataka,12/05/2020,116533,925
Karnataka,13/05/2020,121178,959
Karnataka,14/05/2020,128373,987
Karnataka,15/05/2020,133724,1056
Karnataka,16/05/2020,140024,1092
Karnataka,17/05/2020,145398,1147
Karnataka,18/05/2020,151663,1246
Karnataka,19/05/2020,158599,1395
Karnataka,20/05/2020,166781,1462
Karnataka,21/05/2020,174297,1605
Karnataka,22/05/2020,186526,1743
Karnataka,23/05/2020,196196,1959
Karnataka,24/05/2020,206313,2089
Karnataka,25/05/2020,219894,2182
Karnataka,26/05/2020,228914,2283
Karnataka,27/05/2020,241608,2418
Karnataka,28/05/2020,252078,2533
Karnataka,29/05/2020,264489,2781
Karnataka,30/05/2020,280217,2922
Karnataka,31/05/2020,293575,3221
Karnataka,01/06/2020,304816,3408
Karnataka,02/06/2020,319628,3796
Karnataka,03/06/2020,334825,4063
Karnataka,04/06/2020,347093,4320
Karnataka,05/06/2020,360720,4835
Karnataka,06/06/2020,372582,5213
Karnataka,07/06/2020,384442,5452
Karnataka,08/06/2020,393221,5760
Karnataka,09/06/2020,400257,5921
Karnataka,10/06/2020,408506,6041
Karnataka,11/06/2020,416506,6245
Karnataka,12/06/2020,426341,6516
Karnataka,13/06/2020,436518,6824
Karnataka,14/06/2020,443969,7000
Karnataka,15/06/2020,449331,7213
Karnataka,16/06/2020,457267,7530
Karnataka,17/06/2020,464798,7734
Karnataka,18/06/2020,473507,7944
Karnataka,19/06/2020,484060,8281
Karnataka,20/06/2020,493893,8697
Karnataka,21/06/2020,506765,9150
Karnataka,22/06/2020,515969,9399
Karnataka,23/06/2020,526538,9721
Karnataka,24/06/2020,539247,10118
Karnataka,25/06/2020,553325,10560
Karnataka,26/06/2020,568058,11005
Karnataka,27/06/2020,581635,11923
Kerala,01/04/2020,7965,265
Kerala,02/04/2020,8456,286
Kerala,03/04/2020,9139,295
Kerala,04/04/2020,9744,306
Kerala,05/04/2020,10221,314
Kerala,06/04/2020,10716,327
Kerala,07/04/2020,11232,336
Kerala,08/04/2020,11986,354
Kerala,09/04/2020,12710,357
Kerala,10/04/2020,13339,364
Kerala,11/04/2020,14163,373
Kerala,12/04/2020,14989,375
Kerala,13/04/2020,15683,378
Kerala,14/04/2020,16235,386
